Date,Sensex,Reliance Industries,HDFC Bank,Tata Consultancy Services,ICICI Bank,Infosys,Bharti Airtel,State Bank of India,Hindustan Unilever,ITC,Kotak Mahindra Bank,Larsen & Toubro,Axis Bank,Asian Paints,Maruti Suzuki India,Sun Pharmaceutical Industries,Bajaj Finance,Nestle India,HCL Technologies,Mahindra & Mahindra,Titan Company,UltraTech Cement,Power Grid Corporation of India,NTPC,Tata Motors,IndusInd Bank,Bajaj Auto,Tech Mahindra,JSW Steel,Wipro,Adani Enterprises,USD/INR,EUR/INR,Gold BeES
12-06-2020,33780.89063,764.9276733,931.0844116,1828.90332,332.9578552,612.0177002,545.2642212,163.8933716,1940.504272,162.265686,1274.224976,864.2052002,406.6183472,1566.463013,5326.229492,456.3979492,198.4320679,309.963501,471.3098755,487.7967529,958.8684692,3677.25293,62.83163452,78.75466156,103.7101059,509.9406128,2413.019043,461.7537537,177.0678711,96.70420074,152.0450897,76.38999939,85.68099976,41.79000092
14-06-2020,33780.89063,764.9276733,931.0844116,1828.90332,332.9578552,612.0177002,545.2642212,163.8933716,1940.504272,162.265686,1274.224976,864.2052002,406.6183472,1566.463013,5326.229492,456.3979492,198.4320679,309.963501,471.3098755,487.7967529,958.8684692,3677.25293,62.83163452,78.75466156,103.7101059,509.9406128,2413.019043,461.7537537,177.0678711,96.70420074,152.0450897,75.95680237,85.52899933,41.79000092
15-06-2020,33228.80078,777.541748,900.5848999,1821.143799,320.0457458,607.7288818,536.4507446,159.1388702,1918.945435,156.5780182,1244.349731,839.7042847,388.1266174,1547.431519,5251.487305,461.7723999,190.4427795,308.4284058,477.0806885,487.4611206,929.6914673,3634.963623,61.45834351,75.70842743,98.98033142,472.8575439,2366.046631,456.1363525,172.1961517,99.37751007,149.0511017,75.97799683,86.05699921,41.40000153
16-06-2020,33605.21875,778.7453613,938.0462036,1834.510254,331.5554199,619.84375,530.55896,158.0416718,1912.54248,154.6960907,1271.536011,835.270813,380.2514954,1550.300659,5271.623535,459.2516479,191.6905823,307.2025757,478.8943176,485.7350769,939.3516846,3669.008545,61.11975861,75.4241333,93.36373138,464.3593445,2353.350342,443.6115112,178.0984039,98.77310944,145.9073944,76.65499878,85.84700012,41.83000183
17-06-2020,33507.92188,777.7342529,929.0952759,1837.022095,330.9267273,622.1870728,548.7700806,158.1788025,1914.753662,151.6431427,1235.835083,825.6104126,388.2263184,1526.439453,5489.760254,462.1529236,194.1983643,304.5986023,474.4013062,476.7692871,944.3043823,3693.014648,60.00985718,74.32749176,94.05348206,474.0163879,2330.557373,445.816925,179.7847595,101.283699,146.8055878,76.55000305,85.68099976,41.65999985
18-06-2020,34208.05078,797.4015503,965.8934937,1827.198853,340.4536438,631.2509766,546.140686,164.3048096,1902.776123,156.1179962,1297.925537,836.8574219,404.1261902,1529.11731,5481.562012,460.5357666,204.8008118,304.2733765,477.6164246,485.9268799,957.4953003,3728.562256,62.22964478,75.38352966,94.98959351,481.7903137,2320.461182,446.1497192,181.1900787,101.446434,147.5041962,76.40039825,85.5530014,41.84000015
19-06-2020,34731.73047,847.111145,965.8934937,1827.198853,340.4536438,631.2509766,546.140686,164.3048096,1902.776123,156.1179962,1297.925537,836.8574219,404.1261902,1529.11731,5481.562012,460.5357666,218.5957184,302.6254578,477.6164246,485.9268799,957.4953003,3728.562256,64.46826935,75.38352966,94.98959351,481.7903137,2320.461182,446.1497192,181.1900787,103.2828598,147.5041962,76.40039825,85.5530014,41.77000046
21-06-2020,34731.73047,847.111145,965.8934937,1827.198853,340.4536438,631.2509766,546.140686,164.3048096,1902.776123,156.1179962,1297.925537,836.8574219,404.1261902,1529.11731,5481.562012,460.5357666,218.5957184,302.6254578,477.6164246,485.9268799,957.4953003,3728.562256,64.46826935,75.38352966,94.98959351,481.7903137,2320.461182,446.1497192,181.1900787,103.2828598,147.5041962,76.25209808,85.15399933,41.77000046
22-06-2020,34911.32031,841.1893921,974.1814575,1819.573853,355.7353821,622.2313232,565.3743896,171.6651459,1948.600098,154.7797241,1350.207275,846.7978516,428.6987305,1581.286499,5654.96875,469.0492859,230.2677307,303.2317505,469.5372925,478.0638428,960.6827393,3710.570313,67.23361969,77.33308411,101.1481552,473.0507202,2472.688232,456.5524597,185.5465088,101.3534317,154.4901733,75.78980255,85.40399933,42.27000046
23-06-2020,35430.42969,828.118103,985.8791504,1825.943237,363.7147522,637.0874634,563.3293457,175.9624939,1999.758179,155.4906921,1383.816772,903.3599243,442.0566406,1610.168579,5643.654297,475.9931946,245.3347626,311.0680847,478.9356384,494.8926392,979.21875,3823.033447,70.63856506,81.84148407,102.8232727,502.7944641,2480.011719,464.9994507,188.9192047,102.5854721,156.8354645,75.60780334,85.32499695,42.20999908
24-06-2020,34868.98047,831.6326294,977.8754883,1832.177856,336.9717407,631.5605469,542.8782959,168.7850037,1976.382813,160.4255829,1339.900269,891.9730225,423.0664978,1670.179688,5515.312988,460.7736511,237.8519135,314.1100769,461.1284485,494.0775757,968.6757813,3705.962891,67.25241089,78.7952652,103.2174225,465.4216309,2440.015625,467.2047424,181.5179901,101.423172,154.3903809,75.97000122,85.04699707,42.72000122
25-06-2020,34842.10156,827.1069946,974.607605,1803.964478,339.6315308,618.6499023,544.6798706,169.3793488,2016.687622,169.1661987,1376.696533,880.3057861,420.0759277,1615.141357,5523.51123,463.8650818,243.4428101,315.4440613,453.2554626,486.2145691,958.4760742,3696.748779,67.34648132,78.145401,102.3305893,458.7582397,2443.22168,461.3376465,181.3305664,101.5626602,161.3763733,75.53980255,84.66500092,42.29999924
26-06-2020,35171.26953,838.9747314,999.8501587,1897.889893,337.552063,661.5822754,545.6537476,168.7850037,1998.506348,163.1857605,1335.369141,898.366394,423.714447,1613.706787,5518.812988,456.5406494,235.3278961,313.4464417,463.931488,481.036438,947.9331665,3744.468994,67.3841095,78.83588409,100.0642471,475.4649963,2486.598145,466.9135132,180.4405975,104.7706375,161.7755737,75.53980255,84.66500092,42.33000183
28-06-2020,35171.26953,838.9747314,999.8501587,1897.889893,337.552063,661.5822754,545.6537476,168.7850037,1998.506348,163.1857605,1335.369141,898.366394,423.714447,1613.706787,5518.812988,456.5406494,235.3278961,313.4464417,463.931488,481.036438,947.9331665,3744.468994,67.3841095,78.83588409,100.0642471,475.4649963,2486.598145,466.9135132,180.4405975,104.7706375,161.7755737,75.61979675,84.75800323,42.33000183
29-06-2020,34961.51953,829.6104126,1019.551575,1885.554443,331.8939514,646.8145752,552.4220581,163.9391022,2024.572266,164.9422607,1352.298462,874.5655518,403.478241,1618.106201,5448.049805,458.300415,231.5560608,314.3686523,456.5530701,486.6460266,938.02771,3693.887207,67.06430817,77.08938599,98.04423523,463.5867615,2474.941406,450.7269287,178.7073669,102.1205673,159.3803864,75.69999695,84.85399628,42.50999832
30-06-2020,34915.80078,820.0777588,1009.416565,1867.927002,339.9216919,650.7496338,545.020813,163.1161804,2022.902222,162.7675476,1354.140747,881.145813,405.2227173,1613.706787,5598.780762,449.8820496,229.2184448,322.9664307,458.6139832,489.7145691,931.7509155,3777.641113,65.80390167,77.86110687,96.81252289,458.3719788,2448.812256,452.2666016,177.6299591,102.1438141,155.9372711,75.75,84.78399658,42.59999847
01-07-2020,35414.44922,836.7119751,1028.313232,1877.211792,352.0116882,647.7431641,545.1668701,168.9678955,2013.579956,169.5425568,1350.755005,862.6651001,431.8886719,1614.424316,5560.283203,445.363739,239.3671265,315.7655029,454.6569214,479.0227051,930.3289185,3780.793213,65.20191956,75.99275208,99.22667694,475.4649963,2463.371582,454.3470459,179.4100189,101.7951202,157.3344574,75.45490265,84.82499695,42.99000168
02-07-2020,35843.69922,854.0049438,1032.14917,1936.240479,350.8026733,668.7891846,543.9008179,169.5621948,1996.419067,172.3027496,1346.024658,877.9723511,422.2191467,1613.085327,5703.630371,450.0723267,240.5501251,315.5220947,469.7847595,507.9816895,967.3517456,3797.281982,65.84152222,75.83029175,100.0642471,477.6860657,2486.208008,466.6638184,182.2206116,104.4684219,157.9332581,74.72100067,83.92299652,42.25
03-07-2020,36021.42188,867.0778198,1032.14917,1936.240479,350.8026733,668.7891846,543.9008179,169.5621948,1996.419067,172.3027496,1346.024658,877.9723511,422.2191467,1613.085327,5703.630371,450.0723267,237.5602112,313.7970886,469.7847595,507.9816895,967.3517456,3797.281982,66.85736847,75.83029175,100.0642471,477.6860657,2486.208008,466.6638184,182.2206116,104.4684219,157.9332581,74.72100067,83.92299652,42.24000168
05-07-2020,36021.42188,867.0778198,1032.14917,1936.240479,350.8026733,668.7891846,543.9008179,169.5621948,1996.419067,172.3027496,1346.024658,877.9723511,422.2191467,1613.085327,5703.630371,450.0723267,237.5602112,313.7970886,469.7847595,507.9816895,967.3517456,3797.281982,66.85736847,75.83029175,100.0642471,477.6860657,2486.208008,466.6638184,182.2206116,104.4684219,157.9332581,74.6792984,83.84200287,42.24000168
06-07-2020,36487.28125,898.0742798,1044.699463,2030.210815,349.9321899,675.3771362,561.4302979,171.9394531,2005.463379,167.075119,1362.207153,887.6793823,432.5366211,1633.790283,5873.057617,456.730896,251.9182587,315.8746033,476.9981384,547.057251,994.4202881,3813.383057,66.97025299,77.33308411,107.4052429,478.9415283,2510.257568,483.9323425,183.3092041,103.5618286,163.8713684,74.60759735,84.35099792,42.25999832
07-07-2020,36674.51953,884.7589111,1046.641235,2036.356445,363.3762512,702.4805908,552.3247681,172.3966064,1998.181763,162.5166016,1362.655273,880.5391235,445.8945618,1669.27124,5969.517578,456.065094,271.6646118,317.578949,487.9628601,536.8928223,996.4306641,3744.808838,65.23955536,75.18043518,107.4545135,508.1541138,2467.575439,488.1765137,180.6587372,104.4916763,167.7635651,75.125,84.27200317,42.43999863
08-07-2020,36329.01172,871.8557739,1050.761475,1989.437866,356.7993164,684.9717407,546.5789185,175.5053253,2027.123047,164.1476593,1346.671997,878.3456421,442.7544556,1612.989624,5794.768066,460.3931274,259.5794067,315.8388672,473.7418213,528.0230103,972.2555542,3675.55542,63.90390778,73.92134857,103.9071808,533.8901367,2472.125244,485.8879395,184.9184113,103.6780624,162.7236633,74.93990326,84.90000153,43
09-07-2020,36737.69141,885.0741577,1066.247925,1977.507324,358.3951721,691.1174927,553.9802246,182.0428009,2017.986206,163.4785004,1362.455933,881.7991943,452.3242798,1641.871826,5756.653809,458.538208,269.7888489,315.0821533,484.9537354,537.5161133,972.5006104,3726.622559,64.50589752,74.08379364,105.4345016,537.4632568,2497.561279,479.9376831,186.8116302,103.0271606,162.4741821,75.33999634,84.75900269,43.31000137
10-07-2020,36594.32813,911.2199097,1046.972656,1993.026611,348.5298157,691.338623,559.6774292,178.8883514,2062.790039,162.5166016,1343.883667,870.0853882,438.1190491,1628.72168,5712.739258,469.3822021,268.4518738,316.5702515,480.0896301,531.9065552,943.2255859,3686.17627,64.95736694,73.4339447,105.9764557,520.6600342,2507.181152,473.2384033,182.97789,103.2131271,159.3803864,75.33999634,84.75900269,43.18999863
12-07-2020,36594.32813,911.2199097,1046.972656,1993.026611,348.5298157,691.338623,559.6774292,178.8883514,2062.790039,162.5166016,1343.883667,870.0853882,438.1190491,1628.72168,5712.739258,469.3822021,268.4518738,316.5702515,480.0896301,531.9065552,943.2255859,3686.17627,64.95736694,73.4339447,105.9764557,520.6600342,2507.181152,473.2384033,182.97789,103.2131271,159.3803864,75.15850067,83.81790161,43.18999863
13-07-2020,36693.69141,938.2873535,1023.340332,1991.142944,341.9528198,704.5145264,571.4123535,176.0996552,2100.775879,165.1513367,1329.643188,866.7252808,438.9664001,1631.20813,5746.01123,475.2797852,261.9818726,319.0087585,496.783783,533.0092773,947.3937378,3674.197754,63.65935516,72.98717499,106.3706055,521.0945435,2512.814209,499.4114685,187.7582397,105.7934647,155.6877899,75.44999695,85.2559967,43.25
14-07-2020,36033.05859,929.725647,1003.259949,1948.216187,334.2635803,692.5767212,573.7009277,170.1564941,2072.669189,163.9385376,1292.946533,852.1647949,416.686615,1614.759033,5534.010254,467.9553833,258.5058289,317.6767578,487.0559387,522.5092163,954.7983398,3657.805908,61.45834351,71.24066162,103.6115723,493.3305359,2512.901123,497.8718567,183.7351837,104.6311493,149.5001831,75.57499695,85.95899963,43.11000061
15-07-2020,36051.80859,895.2608032,997.1032104,2003.702148,334.4086914,735.2437134,549.4031372,168.0992737,2110.933594,166.0295868,1284.880249,851.1847534,425.4589539,1598.357544,5560.666504,470.6663513,255.0661774,317.8327026,507.1712646,527.3517456,949.3062134,3703.53833,61.51481247,71.484375,101.6901016,486.2325745,2548.650635,511.728241,184.4924469,122.2517776,147.3544922,75.12490082,85.68699646,43.20999908
16-07-2020,36471.67969,894.0482178,1006.243591,2008.287354,333.4415283,805.5006714,547.8936768,170.2479401,2122.899414,162.1402283,1316.597656,859.7717285,432.5864868,1618.775757,5633.682129,474.8993225,259.6523132,328.3472595,517.4351196,549.7901611,943.1275635,3700.725342,61.02569962,70.46897125,101.4930267,500.7181091,2550.340332,498.7456055,190.4087067,121.8100891,148.6019745,75.17449951,85.54599762,43.13000107
17-07-2020,37020.14063,927.1547241,1041.10022,1979.246338,342.2430115,799.3989258,552.5194702,172.1680298,2164.45752,162.265686,1322.87146,863.8317871,431.9883728,1642.971313,5674.480957,478.75177,267.5362854,324.0070801,513.9724121,567.3171997,978.5322876,3748.155029,61.42073822,71.72806549,104.8432846,502.9393005,2595.709961,499.2866821,195.709671,121.5776367,151.2965851,75.17449951,85.54599762,42.86000061
19-07-2020,37020.14063,927.1547241,1041.10022,1979.246338,342.2430115,799.3989258,552.5194702,172.1680298,2164.45752,162.265686,1322.87146,863.8317871,431.9883728,1642.971313,5674.480957,478.75177,267.5362854,324.0070801,513.9724121,567.3171997,978.5322876,3748.155029,61.42073822,71.72806549,104.8432846,502.9393005,2595.709961,499.2866821,195.709671,121.5776367,151.2965851,74.89730072,85.54199982,42.86000061
20-07-2020,37418.98828,931.0111694,1072.973022,1986.798584,350.9477539,825.5298462,560.6998901,174.3166962,2161.673828,161.2201843,1313.112305,858.0916748,432.4369507,1675.487427,5625.819824,460.2504272,278.8436584,324.1734314,534.5825806,571.6026611,982.3570557,3749.512939,61.53360748,70.79389954,103.463768,510.3752441,2601.64624,518.802002,195.6150055,125.924675,160.2785797,74.98999786,85.56099701,43.04999924
21-07-2020,37930.32813,956.5020142,1079.413818,2001.049927,366.4229431,828.3153076,552.9090576,177.6997223,2151.238525,160.8019409,1353.095215,875.3122559,444.7980042,1648.374756,5880.488281,453.9723206,266.815155,324.9602356,537.4680786,566.6912231,995.4009399,3746.215332,65.31479645,71.80928802,106.9125595,505.4501343,2603.726074,516.6383057,198.8334503,126.0176544,166.8653564,74.76999664,85.89399719,43.18000031
22-07-2020,37871.51953,972.145813,1066.910889,1968.996094,368.5990906,813.0170288,554.6132813,175.5510559,2085.470215,164.3985748,1336.21582,859.5849609,477.5447693,1623.366211,5759.194824,451.1186523,263.5456543,322.37323,536.3551025,569.9173584,1037.425537,3747.185059,67.55340576,73.4339447,103.6115723,495.8413391,2586.739746,514.3912964,195.9463348,123.6232986,168.9112549,74.81999969,86.20400238,43.88999939
23-07-2020,38140.46875,999.5768433,1070.983765,1951.733887,379.4317322,803.6877441,552.276062,181.3113251,2052.772217,167.8278961,1368.480713,855.2915039,459.4019775,1653.470215,5814.185059,452.8784485,267.2485962,324.5099487,539.7041626,581.1365967,1049.48877,3722.209717,68.41876221,73.63703156,104.4984055,496.3242188,2625.739014,526.1254883,198.2654724,123.9487457,169.559967,74.80729675,86.66799927,44.54000092
24-07-2020,38128.89844,1041.075317,1059.71228,1939.416016,369.3245544,815.8468018,545.1668701,175.4595947,2049.803711,167.0332794,1344.282104,844.277771,444.1500549,1637.724121,5753.633789,461.7247925,263.4484558,323.9703369,562.8585815,576.5621948,1037.229492,3670.075684,68.45638275,72.58099365,102.2320557,504.2912903,2587.952881,547.5581055,193.9584656,125.7387161,168.3623657,74.80729675,86.66799927,44.93000031
26-07-2020,38128.89844,1041.075317,1059.71228,1939.416016,369.3245544,815.8468018,545.1668701,175.4595947,2049.803711,167.0332794,1344.282104,844.277771,444.1500549,1637.724121,5753.633789,461.7247925,263.4484558,323.9703369,562.8585815,576.5621948,1037.229492,3670.075684,68.45638275,72.58099365,102.2320557,504.2912903,2587.952881,547.5581055,193.9584656,125.7387161,168.3623657,74.75980377,87.05799866,44.93000031
27-07-2020,37934.73047,1045.756592,1022.061829,1983.247192,346.7404175,838.2636108,544.6798706,171.1165466,2060.471191,164.1476593,1316.946167,843.3444824,430.2937012,1701.665405,5793.137695,452.2125549,256.9014587,326.0855103,579.8522339,572.0841064,1021.341431,3743.014404,68.09896088,71.20006561,100.2120438,489.0330811,2616.162598,557.0370483,195.8516541,124.8553467,165.4182739,75,87.95200348,46.43000031
28-07-2020,38492.94922,1056.234131,1028.881348,2076.215088,340.3569031,851.3510742,549.8900757,173.2194977,2080.13623,163.4785004,1376.995239,852.1647949,435.6269226,1684.291992,6028.533691,458.9662781,262.4518433,321.4801636,589.5274658,597.5079956,1031.786377,4011.345947,68.39994812,71.93115234,104.9418182,508.8301697,2706.424561,573.3526001,203.6137848,128.063324,173.3024597,75.08999634,87.70200348,46.02000046
29-07-2020,38071.12891,1016.651917,1008.943237,2045.509766,339.4381409,843.480835,551.5455933,174.8195801,2071.509521,164.6076508,1383.91626,860.8917236,439.4648132,1663.089966,5931.02002,468.9541321,266.0169983,311.7589722,573.8569946,582.2440796,1019.428955,4071.427979,68.39994812,71.56559753,104.2520599,531.9104004,2682.54834,566.977478,205.8856201,128.7839661,178.9910583,74.83119965,88.23500061,46.52999878
30-07-2020,37736.07031,1022.860779,994.9721069,2048.11792,333.7316284,850.5552368,538.3984985,170.5679626,2045.471924,161.7220306,1382.273315,848.1513672,424.4620972,1668.498169,6007.775391,485.0774231,260.778595,310.813324,574.8079224,575.7435913,1021.537598,4042.676514,66.59400177,70.34712219,102.1827774,502.0218506,2641.555664,566.1386108,202.9038544,132.0616608,174.6996613,74.98999786,88.81300354,46.54000092
31-07-2020,37606.89063,1002.632935,978.1121826,2052.163574,335.5209656,854.446106,540.3462524,175.048172,2061.495361,162.34935,1361.759033,852.4914551,430.2438965,1643.18042,6002.789551,505.8140869,263.4687195,310.7165222,583.3667603,584.0737915,1023.155884,4013.145752,67.19597626,70.67204285,103.1681519,505.6431885,2603.769531,572.0942993,208.441452,130.4576874,174.8493652,74.98999786,88.81300354,47.15000153
02-08-2020,37606.89063,1002.632935,978.1121826,2052.163574,335.5209656,854.446106,540.3462524,175.048172,2061.495361,162.34935,1361.759033,852.4914551,430.2438965,1643.18042,6002.789551,505.8140869,263.4687195,310.7165222,583.3667603,584.0737915,1023.155884,4013.145752,67.19597626,70.67204285,103.1681519,505.6431885,2603.769531,572.0942993,208.441452,130.4576874,174.8493652,74.9178009,88.26000214,47.15000153
03-08-2020,36939.60156,974.2558594,949.0335693,2024.156616,332.1357117,846.5758667,532.9448853,175.6425018,2053.716797,161.1783447,1301.759521,854.7781372,416.0386658,1631.980957,5911.938965,494.4469604,257.1282959,310.5481873,583.862793,575.3103027,1059.484497,3934.674316,67.19597626,69.49417114,111.3959885,485.9428711,2528.02417,565.0060425,208.8200989,130.7831268,171.8054504,75.33000183,88.33799744,47.29000092
04-08-2020,37687.91016,1043.47644,986.4000854,2022.223633,339.5348206,840.1647949,534.4544067,175.2310181,2047.47522,161.9311371,1318.439941,862.2451172,427.5523376,1640.930786,6098.913086,502.7227173,262.2006226,311.7731323,572.409729,580.2698975,1058.253906,3895.219727,67.10192108,69.61602783,109.7701263,475.7063904,2574.130127,547.6838379,215.8722839,130.6901398,181.8353424,75.25,88.60500336,47.25999832
05-08-2020,37663.32813,1031.592041,973.5657349,2030.89978,340.6471252,835.3011475,544.2416382,175.0938873,2044.307495,161.2201843,1328.298706,871.8486938,433.4836731,1643.659058,6258.224609,503.1982422,264.355957,310.1459045,569.0192261,591.440979,1088.379883,3933.068604,66.19895935,69.77848816,113.8101425,475.9478149,2609.143066,544.2865601,222.8770905,129.3186188,178.9910583,74.88220215,88.72699738,48.50999832
06-08-2020,38025.44922,1035.424194,985.5950317,2074.866211,347.3691406,857.0548096,542.9223022,174.5909882,2067.410889,163.3948822,1334.124268,868.0354614,431.6394653,1654.283936,6288.859863,506.242218,271.0610046,313.4388733,583.1600952,587.0109863,1103,3921.247314,66.16132355,69.94096375,115.0911255,477.7826538,2591.63623,553.5978394,226.852829,129.9230194,185.3283386,74.89980316,88.85299683,48.90999985
07-08-2020,38040.57031,1041.317993,988.8627319,2063.402588,346.1117859,840.739502,547.9067383,174.3166962,2059.492188,163.9803772,1336.514526,862.151001,431.8388672,1727.796875,6404.639648,500.1543579,280.8410339,315.1347961,570.2183228,578.3919678,1073.809082,3896.970947,66.18014526,69.65664673,117.3574677,491.6405334,2601.429688,555.6109009,227.4207916,128.9001923,192.3642426,74.89980316,88.85299683,49.16999817
09-08-2020,38040.57031,1041.317993,988.8627319,2063.402588,346.1117859,840.739502,547.9067383,174.3166962,2059.492188,163.9803772,1336.514526,862.151001,431.8388672,1727.796875,6404.639648,500.1543579,280.8410339,315.1347961,570.2183228,578.3919678,1073.809082,3896.970947,66.18014526,69.65664673,117.3574677,491.6405334,2601.429688,555.6109009,227.4207916,128.9001923,192.3642426,75.02480316,88.33000183,49.16999817
10-08-2020,38182.07813,1028.172363,995.492981,2051.399414,351.6731567,841.0490723,545.7077026,177.1968536,2056.045654,166.364151,1354.688599,903.5779419,429.5959473,1706.16394,6335.123535,517.2286987,278.8760681,313.3599548,572.4924316,605.8862915,1090.644287,3862.770508,66.70689392,71.60623169,121.9887085,491.881958,2593.542969,571.5490112,231.869812,128.8536987,195.2085266,75.09999847,87.80500031,48.40000153
11-08-2020,38407.01172,1035.181763,1011.21637,2049.287109,355.3485107,838.4846191,538.7684937,178.3854675,2059.259766,170.3371429,1358.920776,905.4138794,446.5923462,1712.960449,6374.29248,514.6605225,280.0834045,312.4875793,565.2566528,605.982605,1049.983765,3862.381348,66.51875305,71.60623169,120.5106583,503.9532776,2604.159668,566.0965576,240.0105896,129.9462738,195.4081116,74.90000153,87.4940033,47.33000183
12-08-2020,38369.62891,1032.053101,1007.569702,2029.012085,354.7681885,844.807251,536.1296387,185.9286957,2044.959717,170.7553711,1329.842407,894.1157227,449.5331116,1719.851807,6453.972168,506.0519409,277.0003052,310.9467773,592.7523804,611.1829224,1041.763184,3891.570801,66.93261719,72.17483521,123.4667587,502.6495972,2621.492676,580.6505737,242.9923859,128.4120178,197.5538177,74.77210236,88.14399719,45.70000076
13-08-2020,38310.48828,1029.482056,1003.02301,2027.932983,355.8320923,841.1817017,523.5217285,184.5571747,2048.266846,168.5388489,1330.738647,932.6239014,446.6421814,1725.02124,6511.39209,495.3981934,277.0205688,309.8074646,599.9057007,607.9567871,1080.602173,3938.128418,67.25241089,73.012146,129.1819153,500.8630066,2614.775879,584.8868408,244.7435608,128.7839661,200.4979095,75.02999878,88.3259964,45.95999908
